"","x"
"1",-0.29252252522337
"2",-0.864886541695243
"3",-0.467838223659154
"4",1.36867162683984
"5",0.144039594292
"6",-2.32665869109237
"7",0.786977396426394
"8",-2.11832984167002
"9",0.979102687780941
"10",3.87367925786871
"11",1.27329264974615
"12",-1.26320531326416
"13",-0.61545209134555
"14",-1.01497112414096
"15",-0.287174730716139
"16",-3.9707409702015
"17",1.00182058854743
"18",0.348843571521642
"19",-0.665999620930658
"20",-1.3860117573418
"21",0.621620594996584
"22",0.686424361545329
"23",-1.88003538412519
"24",1.59588717562218
"25",-1.08242558587173
"26",3.74246400580175
"27",0.280223952619063
"28",-1.44969517681599
"29",1.20755848182847
"30",0.0588295349125176
"31",-0.9259763723325
"32",-0.155799683149891
"33",-0.237934785163165
"34",0.252287990081661
"35",-2.48680664616398
"36",-0.057612630725211
"37",2.15849400240189
"38",2.83509979093196
"39",-0.358492942330434
"40",0.567576004746381
"41",1.89344493730909
"42",-3.52019571122494
"43",1.37481666489893
"44",-0.0192342605593622
"45",-0.893550304310589
"46",0.424306977107982
"47",3.07980989229039
"48",-1.00285613380692
"49",4.10433415994865
"50",-2.60935915284795
"51",-0.518901929509181
"52",0.0700925712795715
"53",2.91175428349593
"54",-1.71285200943627
"55",-0.132932456528886
"56",1.4707346603798
"57",-1.01728491010515
"58",4.27129987398778
"59",1.12777663502325
"60",0.374744121673161
"61",0.547478717177805
"62",1.87487390836997
"63",0.492054601295199
"64",-0.661301221806146
"65",0.575107025682699
"66",-5.05589812145709
"67",3.71200486089023
"68",0.287670702911833
"69",1.35713011448247
"70",1.45534262544014
"71",0.674099769703834
"72",1.0843056584985
"73",1.20619017592823
"74",-0.990035526802901
"75",1.88328656074118
"76",-2.09421758730675
"77",-1.84190234849058
"78",1.0670152390854
"79",6.64815883332395
"80",-0.454982445272791
"81",2.31774714772869
"82",-1.40831107229293
"83",0.264209826588831
"84",5.43792812686057
"85",1.03618778157683
"86",2.40597637929215
"87",2.40151375763129
"88",0.246701300653413
"89",-6.6524465043183
"90",-4.19682738844472
"91",0.541809303956371
"92",0.5714018759885
"93",-2.99922858991579
"94",2.2823995076684
"95",-0.239071792786022
"96",1.65093358406862
"97",2.19923878262171
"98",-2.7494698546899
"99",2.56945578705151
"100",-0.00895593032208497
"101",1.64541353697951
"102",0.831356438509971
"103",-0.236914334734982
"104",0.186147778551356
"105",0.57014664927404
"106",2.36834011835017
"107",-0.768838775417932
"108",2.44413519824446
"109",-2.98672288894868
"110",1.39582908407314
"111",0.122382253673436
"112",2.05816720292729
"113",1.52430286058704
"114",-0.797694004557192
"115",0.949673875532384
"116",0.413972256182798
"117",1.09834139056256
"118",-0.0815780908743802
"119",0.408254133844466
"120",-0.272413485114161
"121",-0.634732003403424
"122",-1.12507701236191
"123",-6.07962674582266
"124",-1.5789076318253
"125",0.410744960084579
"126",-1.5533967748496
"127",2.76294727368897
"128",0.348095777907877
"129",0.471133412315042
"130",-1.54858771254682
"131",1.28232439015738
"132",-1.21442558274716
"133",1.20806901232232
"134",-1.44298888694574
"135",-3.10203208910997
"136",-1.97806500425389
"137",-0.0564195837661442
"138",1.67855519144768
"139",-1.14772534271018
"140",-2.14476944656074
"141",1.9492374565305
"142",0.501494679058047
"143",2.42550622561048
"144",-2.52630049187399
"145",-1.41287164447732
"146",0.570010239019304
"147",0.118078040226807
"148",2.93002341145063
"149",-0.134074478815759
"150",0.830177702344622
"151",-0.272478924798868
"152",0.884060936382909
"153",3.80611431533871
"154",3.54019374425843
"155",-4.11477692596513
"156",-1.74606480013647
"157",-1.79730942622164
"158",0.137354269560489
"159",0.286628408668421
"160",1.43844326814189
"161",1.16090465453951
"162",1.19693571556619
"163",2.40849979198271
"164",-1.31499609135929
"165",-2.1466631826325
"166",-1.77289311937124
"167",-0.412146635742376
"168",0.576370123110445
"169",0.259427048675093
"170",0.266885897120562
"171",-1.58894589705945
"172",-2.15497204623864
"173",1.27977288040222
"174",0.101904731093602
"175",4.2312503352201
"176",-2.82130302857846
"177",-3.70106844152905
"178",0.402681727652997
"179",-0.242716556111223
"180",0.432893566431283
"181",1.493461338983
"182",0.00616915987480338
"183",-1.06093029144128
"184",2.76412479687033
"185",1.76775206047038
"186",0.9293722992507
"187",0.668078414157937
"188",0.635251239606651
"189",-1.39100539810187
"190",2.86330231409141
"191",-0.757001186879724
"192",6.79356832824333
"193",-1.52799458653213
"194",-3.11416743295687
"195",1.17552610966675
"196",1.22596612828295
"197",-3.06378977674982
"198",-2.26848286815515
"199",1.61189797296053
"200",-0.296484801954386
"201",-1.56933080833995
"202",1.87327233913777
"203",-3.01126713474683
"204",0.148237265297418
"205",0.471368487887881
"206",-1.35809229583801
"207",-3.66222669932346
"208",0.247870470911151
"209",-1.40752103990449
"210",-2.47914520734768
"211",-1.11070164014438
"212",2.45488569178864
"213",0.519868293952087
"214",3.1883523891027
"215",-1.20582581027069
"216",3.444358470338
"217",-1.73305775379058
"218",-4.12925498286081
"219",-2.40831930033483
"220",0.97492806196032
"221",1.25509703472221
"222",-0.272009729621515
"223",-0.0230616354688043
"224",-1.54402820080934
"225",-1.02506691627346
"226",-1.29845670495727
"227",2.62032733016894
"228",1.89527433345325
"229",-0.0682452444012721
"230",-2.17870183961122
"231",1.22816520623441
"232",-0.152528636889461
"233",-2.76931684487745
"234",1.41110940223699
"235",2.33225252879673
"236",-3.13445493618068
"237",3.60251078558175
"238",-0.423534286913006
"239",-0.167144921734698
"240",0.0206563685470023
"241",2.24348796132577
"242",-2.77808076597068
"243",-1.43435224455604
"244",-0.495537048251745
"245",-2.27418517468283
"246",-1.49625963832893
"247",0.634874333768302
"248",0.353946428788145
"249",0.78800115364153
"250",-2.63660998641763
"251",-4.67407363443686
"252",-2.02792607053623
"253",-3.88778206036463
"254",-3.80118207524996
"255",0.00127716909600535
"256",1.66583072305598
"257",-1.08710758612195
"258",2.15844490308357
"259",-1.4184926201244
"260",-1.19380235063568
"261",3.84619105796393
"262",-1.34621902560082
"263",1.99507643109267
"264",0.449663216860932
"265",-1.91655960973809
